,#,Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Victory_Rate,Total_Battles,Victory_Counts,Offensive_Power,Defensive_Power,Speed_to_Power_Ratio,Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water,,Type
464,465,Pachirisu,Electric,,60,45,70,45,90,95,4,0,0.7304964539007093,141.0,103.0,0.35875125902299815,0.27169728783902014,1.2622564874198727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Electric
465,466,Buizel,Water,,55,65,35,60,30,85,4,0,0.6126126126126126,111.0,68.0,0.3775872922612053,0.15153730783652045,0.7656520483694608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
466,467,Floatzel,Water,,85,105,55,85,50,115,4,0,0.9032258064516129,124.0,112.0,0.5513230233338928,0.2566241719785027,0.6622472047628598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
467,468,Cherubi,Grass,,45,35,45,62,53,35,4,0,0.11851851851851852,135.0,16.0,0.19690700016786972,0.17034433195850518,0.38456657366321506,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
468,469,Cherrim,Grass,,70,60,70,87,78,85,4,0,0.6228070175438597,114.0,71.0,0.40751531811314423,0.2770966129233846,0.6377768492999255,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
469,470,Shellos,Water,,76,48,48,57,62,34,4,0,0.11688311688311688,154.0,18.0,0.20482394661742487,0.2454155730533683,0.33897606674308123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
470,471,Gastrodon,Water,Ground,111,83,68,92,82,39,4,0,0.1774193548387097,124.0,22.0,0.3139613060265234,0.36034495688039,0.22376088658310497,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Ground
471,472,Ambipom,Normal,,75,100,66,60,66,115,4,0,0.918918918918919,111.0,102.0,0.5105988752727884,0.2682089738782652,0.7994522287581183,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
472,473,Drifloon,Ghost,Flying,90,50,34,60,44,70,4,0,0.6283185840707964,113.0,71.0,0.3144598791337922,0.23599050118735157,0.7198474025012793,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Flying
473,474,Drifblim,Ghost,Flying,150,80,44,90,54,80,4,0,0.625,128.0,80.0,0.4243327178109787,0.37711661042369704,0.5094835178190513,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Flying
474,475,Buneary,Normal,,55,66,44,44,56,85,4,0,0.6888888888888889,135.0,93.0,0.35719951317777404,0.19248968878890138,0.8867738423859791,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
475,476,Lopunny,Normal,,65,76,84,54,96,105,4,0,0.9008264462809917,121.0,109.0,0.4414428403558838,0.30423822022247216,0.9158768215630335,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
476,477,Mega Lopunny,Normal,Fighting,65,136,94,54,96,135,4,0,0.9612403100775194,129.0,124.0,0.6082382071512507,0.3153493313335833,0.7834074541966347,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Fighting
477,478,Mismagius,Ghost,,60,60,60,105,105,105,4,0,0.848,125.0,106.0,0.48911469699513177,0.27844331958505186,0.7014822212174878,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Ghost
478,479,Honchkrow,Dark,Flying,100,125,52,105,52,71,4,0,0.0,0.0,0.0,0.4798096776901125,0.28519935008123987,0.3234631741443698,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dark
479,480,Glameow,Normal,,49,55,42,42,37,85,4,0,0.6068376068376068,117.0,71.0,0.3396172570085614,0.1558373953255843,1.0268643119024932,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
480,481,Purugly,Normal,,71,82,64,64,59,112,4,0,0.9327731092436975,119.0,111.0,0.48313790498573106,0.24977940257467818,0.8603254860453509,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
481,482,Chingling,Psychic,,45,30,50,65,50,45,4,0,0.13821138211382114,123.0,17.0,0.22279775893906328,0.17232845894263216,0.5253933697641054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
482,483,Stunky,Poison,Dark,63,63,47,41,41,74,4,0,0.56,125.0,70.0,0.3176408007386268,0.19371391076115485,0.8163404331043361,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Dark
483,484,Skuntank,Poison,Dark,103,93,67,71,61,84,4,0,0.7142857142857143,119.0,85.0,0.42751363941581333,0.3184858142732159,0.5585622561498428,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Dark
484,485,Bronzor,Steel,Psychic,57,24,86,24,86,23,4,0,0.12727272727272726,110.0,14.0,0.09612598623468188,0.2788076490438695,0.5720971011393949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Psychic
485,486,Bronzong,Steel,Psychic,67,89,116,79,116,33,4,0,0.2624113475177305,141.0,37.0,0.28726351351351354,0.3675403074615673,0.19275853086741337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Psychic
486,487,Bonsly,Rock,,50,80,95,10,45,10,4,0,0.232,125.0,29.0,0.11563706563706565,0.2262185976752906,0.07030277695968991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Rock
487,488,Mime Jr.,Psychic,Fairy,20,25,45,70,90,60,4,0,0.30833333333333335,120.0,37.0,0.2656916233003189,0.16517935258092736,0.7221720553127785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fairy
488,489,Happiny,Normal,,100,5,5,15,65,30,4,0,0.07692307692307693,104.0,8.0,0.07822204968944099,0.2484533183352081,5.070546737213403,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
489,490,Chatot,Normal,Flying,76,65,45,92,42,91,4,0,0.7449664429530202,149.0,111.0,0.43820841027362767,0.21827271591051117,0.6374105728930672,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Flying
490,491,Spiritomb,Ghost,Dark,50,92,108,92,108,35,4,0,0.2457627118644068,118.0,29.0,0.3146948967601142,0.31566304211973506,0.18696081933217346,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Dark
491,492,Gible,Dragon,Ground,58,70,45,40,45,42,4,0,0.25925925925925924,135.0,35.0,0.23431299311734094,0.186411073615798,0.4102264114439189,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Dragon
492,493,Gabite,Dragon,Ground,68,90,65,50,55,82,4,0,0.6165413533834586,133.0,82.0,0.3892126909518214,0.24022309711286088,0.6491104288629126,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Dragon
493,494,Garchomp,Dragon,Ground,108,130,95,80,85,102,4,0,0.7637795275590551,127.0,97.0,0.5411704717139499,0.3880108736407949,0.5243403940826465,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Dragon
494,495,Mega Garchomp,Dragon,Ground,108,170,115,120,95,92,4,0,0.7083333333333334,120.0,85.0,0.621000923283532,0.422137857767779,0.3334922260258123,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Dragon
495,496,Munchlax,Normal,,135,85,40,40,85,5,4,0,0.6864406779661016,118.0,81.0,0.14886897767332552,0.3800493688288964,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
496,497,Riolu,Fighting,,40,70,40,35,40,60,4,0,0.392,125.0,49.0,0.2789480862850428,0.1394700662417198,0.6437366848076491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Fighting
497,498,Lucario,Fighting,Steel,70,110,70,115,70,90,4,0,0.75,120.0,90.0,0.5274120782272956,0.267572803399575,0.42635697752482493,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Fighting
498,499,Mega Lucario,Fighting,Steel,70,145,88,140,70,112,4,0,0.8888888888888888,108.0,96.0,0.6715339096860836,0.287572803399575,0.4175630340443626,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Fighting
499,500,Hippopotas,Ground,,68,72,78,38,42,32,4,0,0.23809523809523808,126.0,30.0,0.20572687594426725,0.23919135108111483,0.29938853829347745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Ground
500,501,Hippowdon,Ground,,108,112,118,68,72,47,4,0,0.2916666666666667,120.0,35.0,0.34339894242068153,0.39809023872016,0.2682775932252815,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Ground
501,502,Skorupi,Poison,Bug,40,50,90,30,55,65,4,0,0.44680851063829785,141.0,63.0,0.2594132952828605,0.2128827646544182,0.9714348497971659,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bug
502,503,Drapion,Poison,Dark,70,90,110,60,75,95,4,0,0.7333333333333333,120.0,88.0,0.43994250461641765,0.31796962879640045,0.7023855568473535,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Dark
503,504,Croagunk,Poison,Fighting,48,61,40,61,40,50,4,0,0.2543859649122807,114.0,29.0,0.2735405825079738,0.15521809773778278,0.4426806832506714,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Fighting
504,505,Toxicroak,Poison,Fighting,83,106,65,86,65,85,4,0,0.6640625,128.0,85.0,0.4683187846231325,0.28165541807274086,0.4761957221774273,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Fighting
505,506,Carnivine,Grass,,74,100,72,90,72,46,4,0,0.24561403508771928,114.0,28.0,0.3542168876951486,0.2800499937507811,0.24679940095035205,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
506,507,Finneon,Water,,49,49,56,49,61,66,4,0,0.5190839694656488,131.0,68.0,0.2867343041799564,0.19996437945256842,0.7732382208564741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
507,508,Lumineon,Water,,69,69,76,69,86,91,4,0,0.6554621848739496,119.0,78.0,0.4123638156790331,0.29131858517685294,0.7361143730188625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
508,509,Mantyke,Water,Flying,45,20,50,60,120,50,4,0,0.24074074074074073,108.0,26.0,0.21677648145039446,0.2556617922759655,0.7267613572474731,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Flying
509,510,Snover,Grass,Ice,60,62,50,62,60,40,4,0,0.18181818181818182,121.0,22.0,0.2476792009400705,0.2137607799025122,0.3379995273567126,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Grass
510,511,Abomasnow,Grass,Ice,90,92,75,92,85,60,4,0,0.49586776859504134,121.0,60.0,0.3861234681886856,0.33035558055243097,0.34276150210898465,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Grass
511,512,Mega Abomasnow,Grass,Ice,90,132,105,132,105,30,4,0,0.4246575342465753,146.0,62.0,0.40881106261541045,0.3874984376952881,0.10577858069507343,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Grass
512,513,Weavile,Dark,Ice,70,120,65,45,85,125,4,0,0.9747899159663865,119.0,116.0,0.5458168960886352,0.2798743907011624,0.843604052967298,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Dark
513,514,Magnezone,Electric,Steel,70,70,115,130,90,60,4,0,0.5338983050847458,118.0,63.0,0.40802417324156454,0.3413823272090989,0.31286989528835185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Electric
514,515,Lickilicky,Normal,,110,85,95,80,95,50,4,0,0.2713178294573643,129.0,35.0,0.3317882323317106,0.40385264341957255,0.31595185601604875,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
515,516,Rhyperior,Ground,Rock,115,140,130,55,55,40,4,0,0.4519230769230769,104.0,47.0,0.3435737367802585,0.40496500437445315,0.20506617058806523,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Ground
516,517,Tangrowth,Grass,,100,100,125,110,50,50,4,0,0.384,125.0,48.0,0.3928193721671982,0.36392950881139857,0.24304806839618268,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
517,518,Electivire,Electric,,75,123,67,95,85,95,4,0,0.7642276422764228,123.0,94.0,0.5320914470370992,0.29193913260842397,0.46719508490518846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Electric
518,519,Magmortar,Fire,,75,95,67,125,95,83,4,0,0.7117117117117117,111.0,79.0,0.5007287644787645,0.30384389451318583,0.40064692122415274,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fire
519,520,Togekiss,Fairy,Flying,85,50,95,120,115,80,4,0,0.5793650793650794,126.0,73.0,0.42455304683565553,0.37844956880389957,0.5089502885347434,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fairy
520,521,Yanmega,Bug,Flying,86,76,86,116,56,95,4,0,0.7982456140350878,114.0,91.0,0.49711054221923784,0.3001799775028121,0.5352288218519273,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bug
521,522,Leafeon,Grass,,65,110,130,60,65,95,4,0,0.8278145695364238,151.0,125.0,0.4669695316434447,0.3184445694288214,0.6120214387298337,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
522,523,Glaceon,Ice,,65,60,110,130,95,65,4,0,0.47761194029850745,134.0,64.0,0.40879637401376534,0.3319366329208849,0.36072333293947656,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Ice
523,524,Gliscor,Ground,Flying,75,95,125,45,75,95,4,0,0.8257575757575758,132.0,109.0,0.4263188265905657,0.3444788151481065,0.7588649425500893,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Flying
524,525,Mamoswine,Ice,Ground,110,130,80,70,60,80,4,0,0.5862068965517241,116.0,68.0,0.46472637233506797,0.3455193100862392,0.4273907052482341,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Ground
525,526,Porygon-Z,Normal,,85,80,70,135,75,90,4,0,0.7006802721088435,147.0,103.0,0.5140454507302333,0.3030527434070741,0.44735237402579414,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
526,527,Gallade,Psychic,Fighting,68,125,65,65,115,80,4,0,0.6277372262773723,137.0,86.0,0.45117613731744166,0.31165166854143234,0.45181186645906557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Fighting
527,528,Mega Gallade,Psychic,Fighting,68,165,95,65,115,110,4,0,0.8615384615384616,130.0,112.0,0.5909444770857815,0.34498500187476566,0.5151196598959269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Fighting
528,529,Probopass,Rock,Steel,60,55,145,75,150,40,4,0,0.2,130.0,26.0,0.25588278495887196,0.4264591926009249,0.3202402366240432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Rock
529,530,Dusknoir,Ghost,,45,100,135,65,135,45,4,0,0.29411764705882354,136.0,40.0,0.31739235353365786,0.3679633795775528,0.2809982371570639,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Ghost
530,531,Froslass,Ice,Ghost,70,80,70,80,70,110,4,0,0.6594202898550725,138.0,91.0,0.49646004700352525,0.267572803399575,0.7625436640626283,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Ghost
531,532,Rotom,Electric,Ghost,50,50,77,95,77,91,4,0,0.5916666666666667,120.0,71.0,0.4220142269598791,0.24431383577052868,0.6958775629737531,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Electric
532,533,Heat Rotom,Electric,Fire,50,65,107,105,107,86,4,0,0.6991150442477876,113.0,79.0,0.44158573946617424,0.3133614548181477,0.5499541046700742,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Electric
533,534,Wash Rotom,Electric,Water,50,65,107,105,107,86,4,0,0.7758620689655172,116.0,90.0,0.44158573946617424,0.3133614548181477,0.5499541046700742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Electric
534,535,Frost Rotom,Electric,Ice,50,65,107,105,107,86,4,0,0.703125,128.0,90.0,0.44158573946617424,0.3133614548181477,0.5499541046700742,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Electric
535,536,Fan Rotom,Electric,Flying,50,65,107,105,107,86,4,0,0.7272727272727273,121.0,88.0,0.44158573946617424,0.3133614548181477,0.5499541046700742,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Electric
536,537,Mow Rotom,Electric,Grass,50,65,107,105,107,86,4,0,0.7313432835820896,134.0,98.0,0.44158573946617424,0.3133614548181477,0.5499541046700742,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Electric
537,538,Uxie,Psychic,,75,75,130,75,130,95,4,1,0.7479674796747967,123.0,92.0,0.44005266912875607,0.4155105611798525,0.7019630953832109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
538,539,Mesprit,Psychic,,80,105,105,105,105,80,4,1,0.5939849624060151,133.0,79.0,0.4784969363773711,0.3678133983252093,0.40513636099633393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
539,540,Azelf,Psychic,,75,125,70,125,70,115,4,1,0.9037037037037037,135.0,122.0,0.6326978764478765,0.27741532308461436,0.4931330914113663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
540,541,Dialga,Steel,Dragon,100,120,120,150,100,90,4,1,0.7880794701986755,151.0,119.0,0.5884799395668961,0.4178977627796525,0.35107869882716125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dragon
541,542,Palkia,Water,Dragon,90,120,100,150,120,100,4,1,0.7718120805369127,149.0,115.0,0.6170513681383247,0.3998000249968754,0.3923820751597684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dragon
542,543,Heatran,Fire,Steel,91,90,106,130,106,77,4,1,0.648854961832061,131.0,85.0,0.48362262884002016,0.39176852893388325,0.3697791038777108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Fire
543,544,Regigigas,Normal,,110,160,110,80,110,100,4,1,0.8591549295774648,142.0,122.0,0.5759967265402048,0.43837645294338207,0.44523032318919176,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
544,545,Giratina Altered Forme,Ghost,Dragon,150,100,120,100,120,90,4,1,0.6666666666666666,111.0,74.0,0.4935181299311734,0.54013248343957,0.483950794042926,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Dragon
545,546,Giratina Origin Forme,Ghost,Dragon,150,120,100,120,100,90,4,1,0.664179104477612,134.0,89.0,0.5477190700016787,0.494100737407824,0.39798041513811094,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Dragon
546,547,Cresselia,Psychic,,120,70,120,75,130,85,4,0,0.6694915254237288,118.0,79.0,0.4047244838005708,0.49298212723409573,0.6478669779118089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
547,548,Phione,Water,,80,80,80,80,80,80,4,0,0.5606060606060606,132.0,74.0,0.41074576128923956,0.3102737157855268,0.5446740457590202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
548,549,Manaphy,Water,,100,100,100,100,100,100,4,0,0.8805970149253731,134.0,118.0,0.522089558502602,0.3956755405574303,0.5408861815773879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
549,550,Darkrai,Dark,,70,90,90,135,90,125,4,1,0.9401709401709402,117.0,110.0,0.6275589642437469,0.3136045494313211,0.6016054594576126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dark
550,551,Shaymin Land Forme,Grass,,100,100,100,100,100,100,4,1,0.8602941176470589,136.0,117.0,0.522089558502602,0.3956755405574303,0.5408861815773879,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
551,552,Shaymin Sky Forme,Grass,Flying,100,103,75,120,75,127,4,1,0.940677966101695,118.0,111.0,0.6304603827429915,0.33813585801774776,0.6177300642425106,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Flying
552,553,Arceus,Normal,,120,120,120,120,120,120,4,1,0.9344262295081968,122.0,114.0,0.6334333557159644,0.4810773653293338,0.5384440910692089,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
553,554,Victini,Psychic,Fire,100,100,100,100,100,100,5,1,0.8778625954198473,131.0,115.0,0.522089558502602,0.3956755405574303,0.5408861815773879,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Fire
554,555,Snivy,Grass,,45,45,55,45,55,63,5,0,0.4594594594594595,111.0,51.0,0.26732268759442673,0.18383639545056868,0.8134541807816957,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
555,556,Servine,Grass,,60,60,75,60,75,83,5,0,0.0,0.0,0.0,0.36511624979016283,0.2593957005374328,0.7819049170025566,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
556,557,Serperior,Grass,,75,75,95,75,95,113,5,0,0.9015151515151515,132.0,119.0,0.4914812405573275,0.3349550056242969,0.8423557144598531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
557,558,Tepig,Fire,,65,63,45,45,45,45,5,0,0.2595419847328244,131.0,34.0,0.2402184404901796,0.20019060117485316,0.4528580009458932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fire
558,559,Pignite,Fire,Fighting,90,93,55,70,55,55,5,0,0.3819444444444444,144.0,55.0,0.34329780090649653,0.272419072615923,0.3559137835454491,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Fighting
559,560,Emboar,Fire,Fighting,110,123,65,100,65,65,5,0,0.5217391304347826,138.0,72.0,0.4531706395836831,0.3348050243719535,0.30395991729504246,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Fighting
560,561,Oshawott,Water,,55,55,45,63,45,45,5,0,0.25,124.0,31.0,0.2538641514184992,0.1805055618047744,0.4086640622936571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
561,562,Dewott,Water,,75,75,60,83,60,60,5,0,0.39344262295081966,122.0,48.0,0.3509222343461474,0.25439945006874143,0.40494604324327127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
562,563,Samurott,Water,,95,100,85,108,70,70,5,0,0.5652173913043478,115.0,65.0,0.4472448380057076,0.3334520684914386,0.35471367924142644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
563,564,Patrat,Normal,,45,55,39,35,39,42,5,0,0.18518518518518517,135.0,25.0,0.20724924458620111,0.14701099862517186,0.5193020996713027,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
564,565,Watchog,Normal,,60,85,69,60,69,77,5,0,0.518796992481203,133.0,69.0,0.3817571764310895,0.245586176727909,0.5834446439611237,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
565,566,Lillipup,Normal,,45,60,45,25,45,55,5,0,0.29,100.0,29.0,0.23756190196407587,0.16082052243469566,0.7522379299402188,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
566,567,Herdier,Normal,,65,80,65,35,65,60,5,0,0.38405797101449274,138.0,53.0,0.29246159979855635,0.24622234720659916,0.5795689111831229,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
567,568,Stoutland,Normal,,85,110,90,45,90,80,5,0,0.6206896551724138,116.0,72.0,0.4037319540036931,0.34313210848643916,0.5648127622463486,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
568,569,Purrloin,Dark,,41,50,37,50,37,66,5,0,0.5175438596491229,114.0,59.0,0.28944435118348166,0.13453380827396577,0.7550808976285811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dark
569,570,Liepard,Dark,,64,88,50,88,50,106,5,0,0.9111111111111111,135.0,123.0,0.5067118516031559,0.20973003374578178,0.6606778460461735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dark
570,571,Pansage,Grass,,50,53,48,53,48,64,5,0,0.4076923076923077,130.0,53.0,0.29186020647977173,0.17756780402449693,0.6822611953329197,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
571,572,Simisage,Grass,,75,98,63,98,63,101,5,0,0.8091603053435115,131.0,106.0,0.5195266073526943,0.2613042119735033,0.558647432617547,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
572,573,Pansear,Fire,,50,53,48,53,48,64,5,0,0.46153846153846156,130.0,60.0,0.29186020647977173,0.17756780402449693,0.6822611953329197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fire
573,574,Simisear,Fire,,75,98,63,98,63,101,5,0,0.889763779527559,127.0,113.0,0.5195266073526943,0.2613042119735033,0.558647432617547,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fire
574,575,Panpour,Water,,50,53,48,53,48,64,5,0,0.358974358974359,117.0,42.0,0.29186020647977173,0.17756780402449693,0.6822611953329197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
575,576,Simipour,Water,,75,98,63,98,63,101,5,0,0.849624060150376,133.0,113.0,0.5195266073526943,0.2613042119735033,0.558647432617547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
576,577,Munna,Psychic,,76,25,45,67,55,24,5,0,0.0390625,128.0,5.0,0.15875839348665435,0.23374890638670165,0.25918795575097825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
577,578,Musharna,Psychic,,116,55,85,107,95,29,5,0,0.06818181818181818,132.0,9.0,0.2679324743998657,0.40455255593050865,0.17176261034763762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
578,579,Pidove,Normal,Flying,50,55,50,36,30,43,5,0,0.2922077922077922,154.0,45.0,0.21146508309551787,0.15836145481814773,0.5263117206404181,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Flying
579,580,Tranquill,Normal,Flying,62,77,62,50,42,65,5,0,0.4838709677419355,124.0,60.0,0.3230736948128252,0.20960254968128983,0.564299128270574,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Flying
580,581,Unfezant,Normal,Flying,80,115,80,65,55,93,5,0,0.7846153846153846,130.0,102.0,0.4748054809467853,0.28051181102362205,0.5621608150160775,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Flying
